BD,Country,lus,Update,Daily request,Publisher name,Seller id,Category,Detailed Category,App bundle,App Name,Integration,Play Store/App Store Link,FullAppAdsURL,Ad format,Top GEOs,Domain,TradPlus direct adstxt,是否添加,配置ttd白名单,Media Kit,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,100822,Lambda,115617,Games,音乐游戏,com.youmusic.magictiles,Magic Tiles 3,RTB,https://play.google.com/store/apps/details?id=com.youmusic.magictiles,/,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,97105,Lambda,115617,Games,音乐游戏,com.vsindiaapps.latestpunjabisongs.nearme.gamecenter,Punjabi Ringtones,RTB,https://play.google.com/store/apps/details?id=com.vsindiaapps.latestpunjabisongs.nearme.gamecenter,https://leappsfactory.com/app-ads.txt,,,,,,,,,,,,,,,,,
Lila,US,Overseas,2023.12.27,442795,DuoPeak,115995,Social Entertainment,社交,com.excean.parallelspace,Parallel App,RTB,https://play.google.com/store/apps/details?id=com.excean.parallelspace,https://excean.com/app-ads.txt,Display & Video,SEA TH,,,,,,,,,,,,,,,
Lila,US,Overseas,2023.12.27,1210639,DuoPeak,1159951,Social Entertainment,社交,com.excelliance.multiaccounts,Multiple Accounts,RTB,https://play.google.com/store/apps/details?id=com.excelliance.multiaccounts,https://www.multiple-accounts.com/ads.txt,Display & Video,SEA TH,,,,,,,,,,,,,,,
Bella,,Domestic,,109301,Tcl,,Tools,浏览器,com.tcl.browser,Browser TV Web - BrowseHere,RTB,https://play.google.com/store/apps/details?id=com.tcl.browser,/,,,,,,,,,,,,,,,,,
Bella,,Domestic,,101667,Tcl,,Social Entertainment,长视频,com.tcl.waterfall.overseas,TCL CHANNEL,RTB,https://play.google.com/store/apps/details?id=com.tcl.waterfall.overseas,/,,,,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,2023.12.28,0,cchange,114587,Tools,文件管理,com.tendevstudio.phonemanager,Ten PhoneManager,RTB,https://play.google.com/store/apps/details?id=com.tendevstudio.phonemanager,https://tendevstudio.com/app-ads.txt,Display,US/JP/TW/DE/FR,,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,2024.3.12,,Guru,116543,Games,棋牌桌游,1564391515,Solitaire - Card Games Classic ,RTB,https://apps.apple.com/us/app/solitaire-card-games-classic/id1564391515, https://solitaire.gurugame.ai/app-ads.txt,Display & Video,"US,RU,JP... ",,,,,,,,,,,,,,,
Luciano,Netherlands,Overseas,2024.4.23,,My.Games,116664,Games,模拟游戏,com.my.hc.rpg.kingdom.simulator,Hustle Castle: Medieval games,RTB,https://play.google.com/store/apps/details?id=com.my.hc.rpg.kingdom.simulator&hl=en&gl=US,https://app-ads.prod-my.games/my.games/app-ads.txt,Video,RU US,,,,,,,,,,,,,,,
Luciano,Netherlands,Overseas,2024.4.23,,My.Games,116664,Games,模拟游戏,1154402178,Hustle Castle: Towers kingdom!,RTB,https://apps.apple.com/sg/app/hustle-castle-towers-kingdom/id1154402178,https://app-ads.prod-my.games/my.games/app-ads.txt,Video,RU US,,,,,,,,,,,,,,,
Chang,US,Overseas,2024.4.25,,Hitapps,116817,Games,益智解谜,6463711142,Picture Builder - Puzzle Game,RTB,https://apps.apple.com/qa/app/picture-builder-puzzle-game/id6463711142,hitappsgames.com/app-ads.txt,Display,US,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.15,,多比特 dopuzgames,37847,Games,益智解谜,love.match.makeover.fantasy.story,Makeup Match: DIY Makeup,SDK,https://play.google.com/store/apps/details?id=love.match.makeover.fantasy.story,,,ID RU BR,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.15,,多比特 dopuzgames,37847,Games,棋牌桌游,com.chinesechess.xiangqi.battle,Chinese Chess: CoTuong/XiangQi,SDK,https://play.google.com/store/apps/details?id=com.chinesechess.xiangqi.battle,,,HK MY TW US SG,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.15,,多比特 dopuzgames,37847,Games,益智解谜,com.dopuz.klotski.riddle,Numpuz: Classic Number Games,SDK,https://play.google.com/store/apps/details?id=com.dopuz.klotski.riddle,,,US BR MX JP,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.15,,多比特 dopuzgames,37847,Games,益智解谜,sortpuz.water.sort.puzzle.game,SortPuz™: Water Sort Puzzle,SDK,https://play.google.com/store/apps/details?id=sortpuz.water.sort.puzzle.game,,,US RU BX JP MX ID,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.29,,多比特 dopuzgames,37847,Games,益智解谜,park.master.car.parking.games,Car Out: Car Parking Jam Games,SDK,https://play.google.com/store/apps/details?id=park.master.car.parking.games,,,,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,0,多比特 dopuzgames,115258,Games,益智解谜,com.blockpuzzle.classicbrickgames,Block Gems: Block Puzzle Games,SDK,https://play.google.com/store/apps/details?id=com.blockpuzzle.classicbrickgames,https://dopuzgames.com/app-ads.txt,Display & Video,"TW,ID,MY",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,2438437,多比特 dopuzgames,115258,Games,模拟游戏,diy.makeup.salon.make.up.jogo.maquiagem,Princess Makeup: Makeup Games,SDK,https://play.google.com/store/apps/details?id=diy.makeup.salon.make.up.jogo.maquiagem,https://tapmagicgame.com/app-ads.txt,Display & Video,"TW,ID,MY",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,0,多比特 dopuzgames,115258,Games,模拟游戏,love.match.makeover.fantasy.story ,Makeup Match: DIY Makeup,SDK,https://play.google.com/store/apps/details?id=love.match.makeover.fantasy.story,https://tapmagicgame.com/app-ads.txt,Display & Video,"TW,ID,MY",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,30,多比特 dopuzgames,115258,Games,模拟游戏,love.match.makeover.fantasy.story,Makeup Match: Nail Salon,SDK,https://play.google.com/store/apps/details?id=love.match.makeover.fantasy.story,https://tapmagicgame.com/app-ads.txt,,,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,ball.sort.water.puzzle,Ball Sort: Sorting-Bubble Sort,SDK,https://play.google.com/store/apps/details?id=ball.sort.water.puzzle,,,BR MX US CO,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,park.car.parking.games.master.mania,Car Parking Games: Parking Jam,SDK,https://play.google.com/store/apps/details?id=park.car.parking.games.master.mania,,,US BR RU JP,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,closet.puzzle.sort.match.pair.connect,Closet Sort: Sorting Games,SDK,https://play.google.com/store/apps/details?id=closet.puzzle.sort.match.pair.connect,,,JP RU FR US GE UK KR BR,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,模拟游戏,conquer.the.tower.castle.battle,Conquer the Tower,SDK,https://play.google.com/store/apps/details?id=conquer.the.tower.castle.battle,,,IN BR US,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,模拟游戏,conquer.the.tower.city.wars,Conquer the Tower 2: War Games,SDK,https://play.google.com/store/apps/details?id=conquer.the.tower.city.wars,,,,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,hang.man.word.guessing.games,Hangman Words:Two Player Games,SDK,https://play.google.com/store/apps/details?id=hang.man.word.guessing.games,,,BX TR,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,om.newsudoku.number.maze,Killer Sudoku: Puzzle Games,SDK,https://play.google.com/store/apps/details?id=com.newsudoku.number.maze,,,JP TW KR,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,com.rejoy.block.logic,SudoCube: Block Puzzle Games,SDK,https://play.google.com/store/apps/details?id=com.rejoy.block.logic,,,JP US RU,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,模拟游戏,risk.city.dominations.strategy.io.games,Space Takeover: Over City,SDK,https://play.google.com/store/apps/details?id=risk.city.dominations.strategy.io.games,,,RU US,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,模拟游戏,diy.makeup.salon.make.up.jogo.maquiagem,Princess Makeup: Makeup Games,SDK,https://play.google.com/store/apps/details?id=diy.makeup.salon.make.up.jogo.maquiagem,,,BX ID,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,com.wordpz.guesswords.braingame,Acertijo Mental: Brain Games,SDK,https://play.google.com/store/apps/details?id=com.brain.game.word.quiz,,,IN US PH,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,com.wordpuzzle.kr,WodPuz,SDK,https://play.google.com/store/apps/details?id=com.brain.game.word.quiz,,,KR,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,word.block.puzzles.search.words,Teka-teki Kata,SDK,https://play.google.com/store/apps/details?id=word.block.puzzles.search.words,,,ID,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,棋牌桌游,com.chess.strategy.boardgame,Chess: Ajedrez & Chess online,SDK,https://play.google.com/store/apps/details?id=com.chess.strategy.boardgame,,,BR MX,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,模拟游戏,two.player.online.games.finger.tap.battle,Two Player Games: 2 Player Joy,SDK,https://play.google.com/store/apps/details?id=two.player.online.games.finger.tap.battle,,,BX VN,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,water.color.sort.puzzle.games,Water Sort Jigsaw: Sortpuz,SDK,https://play.google.com/store/apps/details?id=water.color.sort.puzzle.games,,,RU US MX TW BR GE JP UK,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,模拟游戏,fill.restock.closet.organization.games,Fill the Closet: Organize Game,SDK,https://play.google.com/store/apps/details?id=fill.restock.closet.organization.games,,,ID US BR TR RU,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,com.paint.bynumber.color.coloringgames,Painting Book,SDK,https://play.google.com/store/apps/details?id=com.paint.bynumber.color.coloringgames,,,MX VN ID,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,adult.coloring.games.happy.art.color,My Coloring Book,SDK,https://play.google.com/store/apps/details?id=adult.coloring.games.happy.art.color,,,MX CO,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.5.6,,多比特 dopuzgames,,Games,益智解谜,com.kerun.word.block.ko,Words Search: Crush Puzzles,SDK,https://play.google.com/store/apps/details?id=com.kerun.word.block.ko,,,KR,,,,,,,,,,,,,,,
Luciano,China-Beijing,Domestic,,4438244476,贝塔游戏,10614976,Games,文字消除,com.tangramgames.gourddoll.wordcrush,Word Crush - Fun Puzzle Game,SDK,https://play.google.com/store/apps/details?id=com.tangramgames.gourddoll.wordcrush,https://betta-games.net/app-ads.txt,Display & Video,US CA NZ RO,,,,,,,,,,,,,,,
Luciano,China-Beijing,Domestic,2024.3.27,2864898402,贝塔游戏,32845,Games,益智解谜,com.starfish.blockpuzzle.an,block puzzle,SDK,https://play.google.com/store/apps/details?id=com.starfish.blockpuzzle.an,https://betta-games.net/app-ads.txt,Display & Video,US,,,,,,,,,,,,,,,
Bella,Russia,Overseas,,0,Open My game,51353351013,Games,文字消除,com.openmygame.magicwordsearch,Word Spells: Word Puzzle Games,SDK,https://play.google.com/store/apps/details?id=com.openmygame.magicwordsearch,https://openmygame.com/app-ads.txt,Display,US,,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10611358,Social Entertainment,社交,com.pluswhatsapp,WhatsApp Plus,SDK,APK,/,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10613009,Social Entertainment,社交,com.gb,GBWhatsApp,SDK,APK,/,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10613491,Social Entertainment,社交,com.aerowhatsapp,WhatsApp Aero,SDK,APK,/,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10613399,Social Entertainment,社交,com.yowhatsapp,YoWhatsApp,SDK,APK,/,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10613318,Social Entertainment,社交,com.fmwhatsapp,FMWhatsApp,SDK,APK,/,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10612919,Social Entertainment,社交,com.qltech.whatsweb,WhatsWeb 2021,SDK,https://play.google.com/store/apps/details?id=com.qltech.whatsweb,https://sites.google.com/highlight.mobi/app-ads-txt/app-ads-txt,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,Rockey,10613298,Social Entertainment,社交,com.cchl.status.downloader.saver,Status Keeper,SDK,APK,https://sites.google.com/highlight.mobi/statuskepper/app-ads-txt,Display & Video,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Luciano,China-Beijing,Domestic,,2420017608,回旋加速,10613230,Games,益智解谜,com.gznrrwt.tilewincash,Tile Win Cash,SDK,https://play.google.com/store/apps/details?id=com.gznrrwt.tilewincash&gl=br,https://www.tilewincash.com/app-ads.txt,Video,BR ID,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,益智解谜,com.block.puzzle.game.hippo.mi,Block Puzzle Guardian,SDK,https://play.google.com/store/apps/details?id=com.block.puzzle.game.hippo.uc&hl=en_US&gl=US,http://taptaptale.com/app-ads.txt,Display & Video,Global,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,棋牌桌游,com.ludo.master.hippo,Ludo Master™ - Ludo Board Game,SDK,https://play.google.com/store/apps/details?id=com.ludo.master.hippo,http://taptaptale.com/app-ads.txt,Display,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,益智解谜,com.block.puzzle.game.hippo.uc ,Block Puzzle Guardian,SDK,https://play.google.com/store/apps/details?id=com.block.puzzle.game.hippo.uc ,http://taptaptale.com/app-ads.txt,Display,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,棋牌桌游,com.callbreak.hippo ,Callbreak Master,SDK,https://play.google.com/store/apps/details?id=com.callbreak.hippo ,http://taptaptale.com/app-ads.txt,Display,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,动作竞技,com.critical.strike.counter.terrorists.cs.game.gp,Critical Shooters - Zombie&FPS,SDK,https://play.google.com/store/apps/details?id=com.critical.strike.counter.terrorists.cs.game.gp,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,模拟游戏,com.wm.firefly.dressup.emulator,Pastel Emulator: Dress Up Game,SDK,https://play.google.com/store/apps/details?id=com.wm.firefly.dressup.emulator&hl=en&gl=US,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,棋牌桌游,com.ludo.master.hippo.lite,Ludo Master™ Lite - Dice Game,SDK,https://play.google.com/store/apps/details?id=com.ludo.master.hippo.lite,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,动作竞技,com.real.speed.car.racing.limit.game.gp,Real Speed Car - Racing 3D,SDK,https://play.google.com/store/apps/details?id=com.real.speed.car.racing.limit.game.gp,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,动作竞技,com.player.games.battle,Party Battles 234 player games,SDK,https://play.google.com/store/apps/details?id=com.player.games.battle,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,棋牌桌游,com.callbreak.hippo,Callbreak Master - Card Game,SDK,https://play.google.com/store/apps/details?id=com.callbreak.hippo,http://taptaptale.com/app-ads.txt,Display,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,益智解谜,com.bubble.shooter.blast,Bubble Shooter Blast: Pop Game,SDK,https://play.google.com/store/apps/details?id=com.bubble.shooter.blast,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,音乐游戏,com.wogame.dancingroller.gp,Dancing Roller,SDK,https://play.google.com/store/apps/details?id=com.wogame.dancingroller.gp,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,动作竞技,com.critical.fire3d.gun.shooting.gp,Critical Fire Ops-FPS Gun Game,SDK,https://play.google.com/store/apps/details?id=com.critical.fire3d.gun.shooting.gp,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,文字消除,com.sudokudom.gp,SudoKum - Puzzle Sudoku Game,SDK,https://play.google.com/store/apps/details?id=com.sudokudom.gp,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,益智解谜,com.block.puzzle.lite,Block Puzzle Lite,SDK,https://play.google.com/store/apps/details?id=com.block.puzzle.lite,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,益智解谜,com.match.master.gp,Match Master - 3D Triple Game,SDK,https://play.google.com/store/apps/details?id=com.match.master.gp,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,模拟游戏,com.dream.homes.design,Dream Homes - Mansion Design,SDK,https://play.google.com/store/apps/details?id=com.dream.homes.design,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,114117,Games,动作竞技,com.pooking.eightballpool.billiards.free,8 Ball Master - Billiards Game,SDK,https://play.google.com/store/apps/details?id=com.pooking.eightballpool.billiards.free,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,4617748000,河马游戏 hippo lab,10617729,Games,动作竞技,com.snake.io.slither.worms,Snake Lite,SDK,https://play.google.com/store/apps/details?id=com.snake.io.slither.worms,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,10617729,Games,益智解谜,com.block.puzzle.game.hippo.uc,Block Puzzle Guardian,SDK,https://play.google.com/store/apps/details?id=com.block.puzzle.game.hippo.uc,http://taptaptale.com/app-ads.txt,Display & Video,"US, BR,TH, ID, IN, EG, MY, VN, PK...",,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,10617729,Games,动作竞技,com.slither.io.hungry.snake.worms.free.game,Snake War: Hungry Worm.io Game,SDK,https://play.google.com/store/apps/details?id=com.slither.io.hungry.snake.worms.free.game,http://taptaptale.com/app-ads.txt,Display & Video,ID IN BR VN TH,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,648336953,河马游戏 hippo lab,10617729,Games,动作竞技,com.stickman.supreme.clash.fight.game,Stickman Hero Fight,SDK,https://play.google.com/store/apps/details?id=com.stickman.supreme.clash.fight.game,http://infinite-creativity-studio.com/,Display & Video,ID IN BR VN TH,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,0,河马游戏 hippo lab,10617729,Games,动作竞技,com.stickman.ninja.legend.dragon.supreme.war,Stickman Master: Fighting Game,SDK,https://play.google.com/store/apps/details?id=com.stickman.ninja.legend.dragon.supreme.war,http://time-travel-games.com/,Display & Video,ID IN BR VN TH,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,6,河马游戏 hippo lab,10617729,Games,棋牌桌游,com.callbreak.three,Callbreak Master 3,SDK,https://play.google.com/store/apps/details?id=com.callbreak.three,http://taptaptale.com/app-ads.txt,Display & Video,IN SA,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,47,河马游戏 hippo lab,10617729,Games,棋牌桌游,com.lakdi.tash.cardgame.callbreak,Callbreak Prince: Card Game,SDK,https://play.google.com/store/apps/details?id=com.lakdi.tash.cardgame.callbreak,http://clairvoyant-games.com/,Display & Video,IN NP,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,861737484,河马游戏 hippo lab,10617803,Games,动作竞技,com.snake.io.slither.merge.fun.game,Snake5,SDK,https://play.google.com/store/apps/details?id=com.snake.io.slither.merge.fun.game,http://taptaptale.com/app-ads.txt,Display & Video,IN ID BR,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,24878,河马游戏 hippo lab,10617729,Games,棋牌桌游,ru.cardgame.poker.offline.durak,Durak - Classic Card Game,SDK,https://play.google.com/store/apps/details?id=ru.cardgame.poker.offline.durak,http://taptaptale.com/app-ads.txt,Display & Video,IN ID BR,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,115,河马游戏 hippo lab,10617729,Games,动作竞技,com.snake.hunt.io.acrade.game,Snake Doodle - Worm .io Game,SDK,https://play.google.com/store/apps/details?id=com.snake.hunt.io.acrade.game,http://taptaptale.com/app-ads.txt,Display & Video,IN ID BR,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,,37,河马游戏 hippo lab,10617729,Games,动作竞技,com.sneak.snake.io.worm.slither.game,Sneak Snake-Slither Worm Game,SDK,https://play.google.com/store/apps/details?id=com.sneak.snake.io.worm.slither.game,http://taptaptale.com/app-ads.txt,Display & Video,IN ID BR,,,,,,,,,,,,,,,
Luciano,China-Guangzhou,Domestic,2024.3.29,34519,河马游戏 hippo lab,34519,Games,动作竞技,com.spot.the.differences.the.hidden.object.find,Spot the Difference: Find it!,SDK,https://play.google.com/store/apps/details?id=com.spot.the.differences.the.hidden.object.find,http://taptaptale.com/app-ads.txt,Display & Video,US JP RU,,,,,,,,,,,,,,,
Roya,China-Shenzhen,Domestic,,35835411,迷你游戏,10110,Games,模拟游戏,com.playmini.miniworld ,Mini World: CREATA,SDK,https://play.google.com/store/apps/details?id=com.playmini.miniworld,https://www.miniworldgame.com/app-ads.txt,Display & Video,TH VN BR MX ID,,,,,,,,,,,,,,,
Roya,China-Shenzhen,Domestic,,1372187,迷你游戏,10110,Games,模拟游戏,com.miniworldgame.creata.vn,Mini World:CREATA VN,SDK,https://play.google.com/store/apps/details?id=com.miniworldgame.creata.vn,/,Video,VN,,,,,,,,,,,,,,,
Roya,China-Shenzhen,Domestic,,0,迷你游戏,10110,Games,模拟游戏,com.oversea.miniworld,Mini World,SDK,APK,https://www.miniworldgame.com/app-ads.txt,Video,VN,,,,,,,,,,,,,,,
Roya,China-Shenzhen,Domestic,,72871467,迷你游戏,10110,Games,模拟游戏,com.playmini.miniworld,Mini World: CREATA,SDK,https://play.google.com/store/apps/details?id=com.playmini.miniworld,https://www.miniworldgame.com/app-ads.txt,Video,VN,,,,,,,,,,,,,,,
Bella,Canada,Overseas,,61534234833,Rave,115049,Social Entertainment,视频播放,com.wemesh.android,Rave – Watch Party,SDK,https://play.google.com/store/apps/details?id=com.wemesh.android,https://indiez.net/app-ads.txt ,Display,RU MX US,,,,,,,,,,,,,,,
Bella,Canada,Overseas,,371270912,Rave,10617447,Social Entertainment,视频播放,929775122,rave– Watch Party ,SDK,https://apps.apple.com/us/app/rave-watch-party/id929775122,http://Rave.io/app-ads.txt,Display,RU,,,,,,,,,,,,,,,
Luciano,China-Shenzhen,Domestic,,6672,趣运 Triwin,10142,Games,老虎机游戏,free.prizes.cash.carnival.coin.dozer.pusher,Cash Master ,SDK,https://play.google.com/store/apps/details?id=free.prizes.cash.carnival.coin.dozer.pusher,http://www.triwingames.com/app-ads.txt,Display & Video,TH VN BR MX ID,,,,,,,,,,,,,,,
Luciano,China-Shenzhen,Domestic,,7062029,趣运 Triwin,10142,Games,老虎机游戏,free.cash.dozer.pusher.reward.real.money,cash carnival ,SDK,https://play.google.com/store/apps/details?id=free.cash.dozer.pusher.reward.real.money,http://www.triwingames.com/app-ads.txt,Display & Video,US KE,,,,,,,,,,,,,,,
Luciano,China-Shenzhen,Domestic,,0,趣运 Triwin,10142,Games,-,free.cash.dozer.master.pusher.reward.real.money,Cash Master : Coin Pusher Game,SDK,APK,http://www.triwingames.com/app-ads.txt,Display & Video,US KE,,,,,,,,,,,,,,,
Luciano,China-Shenzhen,Domestic,,0,趣运 Triwin,10142,Games,-,com.wh.pirate.slots,Pirate,SDK,APK,http://www.51chivalry.com/app-ads.txt,Video,ID PH,,,,,,,,,,,,,,,
Luciano,China-Shenzhen,Domestic,,100,趣运 Triwin,10142,Games,老虎机游戏,com.triwin.lucky.dozer,Lucky Cash Pusher Coin Games,SDK,https://play.google.com/store/apps/details?id=com.triwin.lucky.dozer,http://www.51chivalry.com/app-ads.txt,Video,ID PH,,,,,,,,,,,,,,,
Luciano,China-Shenzhen,Domestic,,0,趣运 Triwin,10142,Games,益智解谜,com.zumba.game.free.puzzle.marble,Marble Blast Zumba Puzzle Game,SDK,https://play.google.com/store/apps/details?id=com.zumba.game.free.puzzle.marble,http://www.51chivalry.com/app-ads.txt,Video,ID PH,,,,,,,,,,,,,,,
